,date,Genre 0,Daily,Daily,Daily,Daily
,,,sum,min,max,mean
71,2005-03-13,Adventure,57163360.1508329,5389.329901707191,23739763.29751164,2041548.5768154606
72,2005-03-13,Animation,357017.7715312985,84225.55320744956,95378.85588722194,89254.44288282463
73,2005-03-13,Biography,5623850.2006207965,3824.7352664252458,1031803.331608898,147996.05791107359
74,2005-03-13,Comedy,69621823.41569582,6204.638784273151,6805430.840848422,838817.1495866965
75,2005-03-13,Crime,128226.13069839627,12392.387930677703,35118.16339368856,18318.01867119947
76,2005-03-13,Documentary,282916.78851526126,4363.6682565959645,61505.91943093637,25719.708046841934
77,2005-03-13,Drama,16525793.612524573,25626.186911536475,3758916.347651319,472165.53178641637
78,2005-03-20,Action,47568921.91284015,1194.5580237972065,8516437.14054837,1359112.0546525756
79,2005-03-20,Adventure,47622290.09766167,16379.877889291258,14439915.658644596,1700796.074916488
80,2005-03-20,Biography,4994385.680631143,2338.447133988619,675585.5147439213,142696.73373231836
81,2005-03-20,Comedy,57036994.9511433,7492.857527159856,4488791.300191412,648147.6698993557
82,2005-03-20,Crime,70637.07183135024,7661.753905845835,18276.12359544749,10091.010261621463
83,2005-03-20,Documentary,27124.75841696844,4590.910657009829,8541.550496637352,6781.18960424211
84,2005-03-20,Drama,11298590.415561305,11438.891101914123,2878353.581469219,364470.6585664937
85,2005-03-20,Horror,53839923.15514227,10990369.878675634,22732236.517206416,17946641.05171409
86,2005-03-27,Action,60905260.956042424,389.9970926021728,8268494.185794102,1691812.8043345117
87,2005-03-27,Adventure,33461713.69514744,16186.41476461459,7751066.310894982,1394238.0706311434
88,2005-03-27,Biography,2916042.0406621834,29169.940020693222,386926.2493533368,108001.55706156234
89,2005-03-27,Comedy,73972141.18126746,3244.3458923952408,12043727.459048113,762599.393621314
90,2005-03-27,Crime,19416.941862390067,4194.771877909985,6353.5746818416965,4854.235465597517
91,2005-03-27,Drama,7331219.086492499,9069.735535437145,1655514.6267718573,261829.25308901785
92,2005-03-27,Horror,35063853.99541128,3065863.8765080185,8225086.281050181,5009121.999344468
93,2005-04-03,Action,44985490.995799966,523.578773926539,5412903.157317575,1405796.593618749
94,2005-04-03,Adventure,27275959.788904097,12624.236595964823,6652852.695950669,1136498.3245376707
95,2005-04-03,Biography,1580871.9026641278,13107.894407656491,428571.2076053443,75279.61441257752
96,2005-04-03,Comedy,88309264.43820462,1312.7854888773927,8336043.998936281,949561.9832065012
97,2005-04-03,Crime,44412788.48920864,10816466.207605343,18027443.679342244,14804262.829736212
98,2005-04-03,Drama,4356763.9302803185,5723.942142857143,1008730.0340544708,155598.71179572566
99,2005-04-03,Horror,15517363.246850563,1377142.6862648732,3698824.224095581,2216766.178121509
100,2005-04-10,Action,48144447.978530325,75492.58944501543,11591940.64255396,1416013.1758391273
101,2005-04-10,Adventure,10763141.883293938,6088.456443987668,3191501.1506372048,448464.24513724743
102,2005-04-10,Biography,968595.3318191163,13787.4865364851,245551.47482014392,56976.19598935978
103,2005-04-10,Comedy,65864287.342651606,24765.620174717373,8165545.866202468,757060.7740534667
104,2005-04-10,Crime,33009133.972250775,2611081.5210688594,8890183.520041112,4715590.567464396
105,2005-04-10,Drama,2194572.8390185,1944.5846608427544,537791.2834737925,78377.60139351785
106,2005-04-10,Horror,6456252.898992807,500022.1112846866,1961030.5089979449,922321.8427132581
107,2005-04-17,Action,41315211.540272355,32063.53201952724,9005964.853329908,1147644.7650075655
108,2005-04-17,Adventure,7696664.562451182,3498.7272250770816,2585229.9838129496,320694.35676879925
109,2005-04-17,Biography,780791.1581860227,10063.03497430627,220843.81089414185,45928.89165800133
110,2005-04-17,Comedy,47656438.06237411,11493.639218910588,5909759.027225078,523697.1215645506
111,2005-04-17,Crime,16070657.702980476,1316216.9116135666,4316215.364850977,2295808.243282925
112,2005-04-17,Drama,1708882.6979753342,773.2583710174719,470151.765729702,61031.52492769051
113,2005-04-17,Horror,39081733.281557046,262592.137106886,13883840.325138748,3908173.328155705
114,2005-04-24,Action,38091698.71320658,21829.67862795478,6248403.489126414,1228764.4746195672
115,2005-04-24,Adventure,7393713.523936281,2780.37477389517,2448158.880107914,308071.3968306784
116,2005-04-24,Biography,138208.87637718397,4566.342332990751,16744.780385405964,9872.062598370283
117,2005-04-24,Comedy,46047577.173530325,8533.29504110997,4677275.168525181,506017.3315772563
118,2005-04-24,Crime,43901027.18723022,826639.1264131552,14869636.461510794,4390102.718723022
119,2005-04-24,Drama,1084791.5098355603,1194.2037564234329,222771.61874614595,38742.553922698586
120,2005-04-24,Horror,31615078.76828366,130816.40433710176,8753367.118797533,2258219.9120202614
121,2005-05-01,Action,44851906.82400262,11275.540704008225,8284876.257142858,1180313.3374737531
122,2005-05-01,Adventure,37195691.17747429,2714.792702980473,12976277.498710176,1549820.4657280955
123,2005-05-01,Biography,707727.6881021638,3738.178042137719,294356.73689619737,50551.977721583135
124,2005-05-01,Comedy,30832179.368388362,6432.128400205762,3397714.0590596097,367049.75438557577
125,2005-05-01,Crime,36109327.69540008,483477.1274409045,10075167.65742549,2579237.692528577
126,2005-05-01,Drama,552232.5163702584,180.15455761316872,133087.37418807813,22089.300654810337
127,2005-05-01,Horror,18107891.832457665,48007.601073997954,5307502.093206578,1293420.8451755475
128,2005-05-08,Action,56502571.62144548,29957.565504115228,11085662.609573046,1255612.7026987884
129,2005-05-08,Adventure,24922408.979315843,2938.962062757202,6294658.258878601,1038433.7074714935
130,2005-05-08,Biography,636319.6380915638,3648.8931584362144,277865.5041152264,90902.80544165197
131,2005-05-08,Comedy,16883877.503744856,1859.561450617284,1907264.2400462965,255816.325814316
132,2005-05-08,Crime,33537070.14993313,258017.96810699592,5539606.080185186,1972768.8323490077
133,2005-05-08,Drama,547376.7223045268,82.44361111111111,172146.8402006173,26065.558204977468
134,2005-05-08,Horror,27130522.170174897,19887.231080246915,7408622.591610082,1595913.0688338175
135,2005-05-15,Action,51392324.23425926,23081.157644032923,6215171.930632716,1223626.7674823634
136,2005-05-15,Adventure,13309528.63708848,2749.647103909465,3392876.737998972,633787.0779565943
137,2005-05-15,Comedy,73178620.99544753,1381.6938528806586,14563511.229423871,1240315.610092331
138,2005-05-15,Crime,29875526.477391977,149619.88683127574,4570539.44744856,1422644.1179710466
139,2005-05-15,Documentary,69234.3125308642,19908.60534979424,27711.740468107,23078.104176954734
140,2005-05-15,Drama,522066.53369341564,38.16833847736626,138599.92414609055,29003.69631630087
141,2005-05-15,Horror,19387761.729665637,19279.591131687244,4052083.638575103,1077097.8738703132
142,2005-05-22,Action,266078544.08813787,12035.240488683128,76357835.95485082,5784316.175829084
143,2005-05-22,Adventure,6125178.622170783,34267.534284979425,1308944.9997427985,360304.62483357545
144,2005-05-22,Comedy,55979189.04344136,6983.27920781893,9091698.225308644,999628.3757757386
145,2005-05-22,Crime,21262291.275900207,160307.0216049383,3552131.8401954737,1012490.0607571527
146,2005-05-22,Documentary,260944.71630144035,6925.263333333333,95365.88378600824,37277.81661449148
147,2005-05-22,Drama,223457.3009825103,1630.5514197530867,56496.77461419754,15961.235784465021
148,2005-05-22,Horror,9369562.20269033,130161.6678755144,2066262.8510082308,669254.4430493092
149,2005-05-29,Action,161324783.40390432,9113.072494855967,31936731.260185186,3507060.508780529
150,2005-05-29,Adventure,75335132.11941873,41090.50647119342,27265317.474341564,4431478.359965808
151,2005-05-29,Biography,499241.8672839507,120611.94958847738,200002.0936213992,166413.9557613169
152,2005-05-29,Comedy,110823854.7603138,3035.146275720165,26409526.83653807,2261711.3216390572
153,2005-05-29,Crime,16660211.04026749,180154.55761316876,2712228.3915997944,925567.2800148606
154,2005-05-29,Documentary,617114.8569032922,20397.160082304526,209164.02158950616,88159.2652718989
155,2005-05-29,Drama,777579.1320627573,917.5668569958848,262598.16872427985,55541.366575911234
156,2005-05-29,Horror,4439615.939537037,101121.66922839508,733056.5285956791,403601.4490488216
157,2005-06-05,Action,86735943.82675113,46790.16149614396,22658379.172587447,2409331.772965309
158,2005-06-05,Adventure,82378786.96503864,43046.25213477367,21049893.6326749,4576599.275835481
159,2005-06-05,Biography,36682614.03491476,145945.0392026749,11306699.162673524,5240373.433559252
160,2005-06-05,Comedy,119437800.14801097,1744.159233933162,16804397.28243313,2488287.503083562
161,2005-06-05,Crime,12020561.57288216,188080.7929820052,2139619.3440946504,858611.5409201543
162,2005-06-05,Documentary,814312.1557644721,39096.5924691358,234838.9095578406,116330.30796635315
163,2005-06-05,Drama,759110.0331375083,7681.625182519281,212106.85347043705,69010.00301250076
164,2005-06-05,Horror,1767308.236632851,181845.767059126,494229.60107510287,252472.60523326442
165,2005-06-12,Action,135396758.8364833,34581.04685861183,28833114.406061698,3563072.600960087
166,2005-06-12,Adventure,43829743.415696666,30682.24822107969,10744260.4549563,2578220.2009233334
167,2005-06-12,Biography,30650828.939691518,640196.4698200515,6368729.537994859,2189344.92426368
168,2005-06-12,Comedy,70066755.38840103,13231.500190231363,8797282.816596402,1557039.008631134
169,2005-06-12,Crime,6318127.556930591,130850.09125964012,1203988.693933162,451294.82549504226
170,2005-06-12,Documentary,865051.0977789204,49637.58155784063,264214.9457892031,123578.72825413149
171,2005-06-12,Drama,18015.349007712084,4139.8985141388175,4854.04245244216,4503.837251928021
172,2005-06-12,Horror,3385207.070005141,50121.3072596401,1051517.4371568123,338520.70700051414
173,2005-06-19,Action,225080416.4673625,17350.035424164525,27493087.39567609,4788945.031220479
174,2005-06-19,Adventure,29997935.051686376,30505.238185089976,6471786.001706941,1428473.0976993511
175,2005-06-19,Biography,16050146.965388177,172925.07162467868,3504752.9341388177,1146439.0689562983
176,2005-06-19,Comedy,49794310.21117224,8028.015511568125,5086711.46311054,957582.8886763892
177,2005-06-19,Crime,3794104.830987147,46327.79907455013,847539.3118046274,271007.48792765336
178,2005-06-19,Documentary,923160.7458868896,67431.66802056556,276991.71330077125,131880.10655526994
179,2005-06-19,Horror,2450121.035917738,17278.315840616968,376523.2357789204,175008.64542269558
180,2005-06-26,Action,146210419.43313625,16957.866637532134,16273219.28539846,2983886.1108803316
181,2005-06-26,Adventure,49277663.69457584,23406.525362467863,7511860.350416454,1895294.757483686
182,2005-06-26,Biography,9504881.961413883,33488.467670951155,2226343.7276606685,678920.1401009916
183,2005-06-26,Comedy,65527253.66611826,6259.44110025707,11576189.312724937,1149600.9415108466
184,2005-06-26,Crime,3128598.9779177383,37904.56287917738,663978.3785347044,223471.35556555275
185,2005-06-26,Documentary,3733675.741028278,50649.28547043702,984203.267177378,287205.8262329445
186,2005-06-26,Horror,16664733.440087404,23107.43943958869,6503371.611491003,980278.4376522002
187,2005-07-03,Action,88801001.4807423,5091.420388945753,8621258.70348516,1812265.3363416798
188,2005-07-03,Adventure,197063596.53091252,21311.397953727508,35211911.02047083,5971624.13730038
189,2005-07-03,Biography,6047736.76453471,468092.3585347044,1390905.5723643808,863962.39493353
190,2005-07-03,Comedy,53286947.72501002,7094.87608495394,4955818.791325486,903168.6055086445
191,2005-07-03,Crime,2287990.979095905,26070.83159383033,442557.1356755373,163427.92707827894
192,2005-07-03,Documentary,3462799.866445083,30023.03843187661,319466.88344421703,164895.23173548016
193,2005-07-03,Horror,9495782.758108549,10625.180005141388,1818884.9361953728,527543.486561586
194,2005-07-10,Action,151035245.15556806,1944.2178096212897,32298306.210972365,3082351.9419503687
195,2005-07-10,Adventure,131615705.04547594,22205.0938741044,18670276.53926817,3760448.715585027
196,2005-07-10,Biography,5047660.299027636,446046.09529170935,1173343.0427072672,721094.3284325193
197,2005-07-10,Comedy,40205086.134303994,4221.079135107472,3247891.7969805524,609167.9717318787
198,2005-07-10,Crime,1996450.4362128968,23102.77569089048,402178.1620419652,142603.60258663548
199,2005-07-10,Documentary,3993282.121386899,74957.19116171956,619069.328986694,190156.29149461424
200,2005-07-10,Drama,15096928.756637666,3774689.763858752,5883192.459472876,5032309.585545889
201,2005-07-10,Horror,4613341.786320369,22439.00757932446,821310.5109518935,329524.41330859775
202,2005-07-17,Action,104185803.7704043,13024.740404298876,13639448.913495392,2315240.0837867623
203,2005-07-17,Adventure,146641545.30060902,13662.68687308086,31463512.24572672,3858988.034226553
204,2005-07-17,Biography,2805855.6509211874,312874.7699334698,646741.0165301946,400836.52156016964
205,2005-07-17,Comedy,71762113.73775335,4195.257492323439,18667528.81269192,1040030.6338804833
206,2005-07-17,Crime,1420887.5374769703,21750.936745138177,266792.25108495395,101491.96696264074
207,2005-07-17,Documentary,4519726.17986694,38613.98840327533,941177.6145957012,215225.05618413998
208,2005-07-17,Drama,13588300.795900717,1469295.523096213,2679846.034135108,1941185.8279858169
209,2005-07-17,Horror,1401208.4078352097,15594.753321392016,216810.66417604912,100086.31484537212
210,2005-07-24,Action,78324237.6887871,8574.30432446264,7781444.70709826,1740538.61530638
211,2005-07-24,Adventure,123136196.528434,11198.99836745138,16124573.939396111,3157338.3725239486
212,2005-07-24,Biography,1474468.965174002,170195.00435005117,333327.0299385875,210638.423596286
213,2005-07-24,Comedy,97259015.94753328,2765.953618219038,14757828.311156604,1332315.2869525107
214,2005-07-24,Crime,13157846.416090071,18105.52835209826,4563654.869923235,773990.9656523571
215,2005-07-24,Documentary,8963216.237794269,20967.173940634595,2622438.446545548,497956.4576552372
216,2005-07-24,Drama,6261087.644856704,723771.5337154556,1073316.0742425793,894441.0921223863
217,2005-07-24,Horror,11275270.943474924,7915.092973387923,4528450.857287616,663251.2319691132
218,2005-07-31,Action,73601735.66705732,5500.009912998977,7287353.648106449,1415417.9935972563
219,2005-07-31,Adventure,94982792.56851587,11022.803628454454,9550515.83263562,2499547.172855681
220,2005-07-31,Biography,658520.2424002048,77457.33375127942,127604.48295803482,94074.32034288639
221,2005-07-31,Comedy,94806035.82905835,1452.0876765609007,11753404.2272262,1247447.839856031
222,2005-07-31,Crime,10549735.943449337,14589.228172978506,2487813.514590584,586096.441302741
223,2005-07-31,Documentary,11348788.198321393,74326.8392937564,2435056.860542477,810627.728451528
224,2005-07-31,Drama,1530731.286960082,362762.18379222107,401007.0745957011,382682.8217400205
225,2005-07-31,Horror,8594662.411417605,5768.85878198567,1568686.0640122828,477481.24507875583
226,2005-08-07,Action,48597350.37051935,3691.8282637474554,3497432.273492872,916931.1390664028
227,2005-08-07,Adventure,70103067.55866599,6455.788105906315,6308179.956369653,1797514.5527863074
228,2005-08-07,Biography,570918.6487525458,39275.7333503055,171459.2037678208,81559.8069646494
229,2005-08-07,Comedy,122538376.40221488,1431.0934775967414,19109209.86398676,1551118.6886356315
230,2005-08-07,Crime,6620542.1758197555,37855.21817718941,1540121.03950611,472895.8697014111
231,2005-08-07,Documentary,15814185.89079939,59901.915901222,4201676.849546843,1129584.7064856708
232,2005-08-07,Horror,4433828.319679227,21300.17166496945,766197.1718380856,403075.3017890206
233,2005-08-14,Action,62819926.080346234,2242.600549898167,11695728.562601833,1208075.5015451198
234,2005-08-14,Adventure,46325583.923981674,3037.484572301426,4447663.230753564,1323588.1121137622
235,2005-08-14,Biography,994022.1154378819,58022.00007637475,164885.5431262729,99402.21154378819
236,2005-08-14,Comedy,108111199.66068229,2360.473085539715,7531755.812596742,1480975.3378175655
237,2005-08-14,Crime,3360656.3077443996,38136.29883910387,602822.8150661915,240046.87912459997
238,2005-08-14,Documentary,17562098.076405298,47768.60066191446,4211566.053049899,1254435.5768860928
239,2005-08-14,Drama,24266547.363365583,6448745.9774949085,9003119.38416497,8088849.121121861
240,2005-08-14,Horror,1562353.6131517312,141799.1491904277,308076.4949490835,223193.37330739017
241,2005-08-21,Action,52074915.077011205,69800.18652240327,7538667.97898167,853687.1324100198
242,2005-08-21,Adventure,37026134.49640021,2644.576120162933,3557773.9446232184,974371.9604315844
243,2005-08-21,Biography,1056831.5538849288,41814.52642566192,177747.25018839107,75487.96813463778
244,2005-08-21,Comedy,96369467.56308044,15803.986894093689,12081103.750763748,1417198.0523982418
245,2005-08-21,Crime,1405747.8600610998,22726.731583503057,237963.49285132383,100410.56143293569
246,2005-08-21,Documentary,16538181.672505092,34855.51326374746,4058825.914653768,1181298.690893221
247,2005-08-21,Drama,21747218.368253566,2179123.167082485,4736994.970162933,3106745.481179081
248,2005-08-21,Horror,689765.899592668,77242.77931771895,138152.6565173116,98537.98565609544
249,2005-08-21,Thriller,24432350.19660896,6218531.848268839,9108920.56320774,8144116.732202987
250,2005-08-28,Action,58944792.42299899,58029.55600814664,8872175.086558046,906842.9603538306
251,2005-08-28,Adventure,25766223.011283096,1420.5151731160895,2237704.30610998,613481.5002686451
252,2005-08-28,Biography,940022.8934368636,21942.425865580448,211431.59402749487,67144.4923883474
253,2005-08-28,Comedy,76523128.19678208,5193.9475,10185093.791242365,1109030.8434316244
254,2005-08-28,Crime,775444.1211405295,16399.394317718943,120060.7334826884,55388.865795752106
255,2005-08-28,Documentary,11515022.409531567,22173.637377800405,3001051.380483707,822501.6006808262
256,2005-08-28,Drama,11489836.977749491,1049707.821410387,2944931.964027495,1641405.2825356417
257,2005-08-28,Horror,217391.713009165,53072.864765784114,55400.0917515275,54347.92825229125
258,2005-08-28,Thriller,24779431.922550917,2016836.864485744,6521352.437077394,3539918.8460787022
259,2005-09-04,Action,68716649.54779738,25518.868817907445,8682836.54445171,995893.4717072084
260,2005-09-04,Adventure,16758191.864023797,167.20957746478874,1234190.313636821,399004.5681910428
261,2005-09-04,Biography,762882.4985928709,8756.108677062375,162751.650694165,54491.60704234792
262,2005-09-04,Comedy,51260768.17803244,2327.497600603622,7449365.82917505,742909.6837396006
263,2005-09-04,Crime,486644.6781206383,21914.90524647888,55677.80341046278,34760.33415147416
264,2005-09-04,Documentary,9537635.073948734,18799.158248472504,2417783.307721328,681259.6481391953
265,2005-09-04,Drama,23013490.401958514,498762.2824949698,4983442.585513079,1917790.866829876
266,2005-09-04,Thriller,16662675.290241674,1108348.6842253522,4304847.895397384,2380382.184320239
267,2005-09-11,Action,54394205.65257043,8975.57124748491,5320680.416177062,755475.0785079226
268,2005-09-11,Adventure,10772775.616700202,1294.381282696177,1252638.6060362174,291156.09774865414
269,2005-09-11,Biography,638819.7118762576,3232.2208501006035,142837.28860663984,45629.979419732685
270,2005-09-11,Comedy,34505390.79977364,718.1054175050302,5128213.234859155,530852.1661503637
271,2005-09-11,Crime,347027.05565895373,10613.329341046276,52529.187349094565,24787.646832782408
272,2005-09-11,Documentary,7579717.638350101,15486.294170020125,2243061.242811871,541408.402739293
273,2005-09-11,Drama,63395821.28468814,252277.45,17846149.809748493,3169791.0642344067
274,2005-09-11,Thriller,11170295.485925553,538716.4138531188,3009808.2249899395,1595756.4979893647
275,2005-09-18,Action,39561267.9770674,12899.0245472837,5676432.228717304,599413.151167688
276,2005-09-18,Adventure,2979474.61610664,25205.350860160965,557663.3490995977,102740.50400367724
277,2005-09-18,Animation,579509.5789839034,156140.9006136821,226034.50399396376,193169.85966130113
278,2005-09-18,Biography,449744.4962726359,2314.061116700201,119239.83698692154,32124.60687661685
279,2005-09-18,Comedy,45219704.27501006,1625.8145523138833,10453705.405216295,822176.4413638192
280,2005-09-18,Crime,153546.166277666,7676.711136820925,34352.61051307847,13958.742388878727
281,2005-09-18,Documentary,5238802.962097586,12697.477288732396,1759455.3141599598,374200.211578399
282,2005-09-18,Drama,51193272.401710264,140038.02112676058,9629208.415221328,1896047.125989269
283,2005-09-18,Thriller,5989266.418727364,391273.3971529175,1976938.2426207245,855609.4883896235
284,2005-09-25,Action,21777130.52641851,9693.67666498994,3204517.8061770624,369103.9072274324
285,2005-09-25,Adventure,1474760.1073289737,12672.097263581489,266947.1045372233,70226.67177757018
286,2005-09-25,Animation,28766444.583224345,41214.17495975855,11203798.612067403,4109492.0833177636
287,2005-09-25,Biography,292916.84203722334,694.2183350100604,77650.93342052314,20922.63157408738
288,2005-09-25,Comedy,44469715.57414487,3390.472771629779,6418632.247746479,808540.2831662704
289,2005-09-25,Crime,56734.80681086519,6141.9660865191145,14217.29291247485,8104.972401552171
290,2005-09-25,Documentary,3737313.2094567404,7469.192107645875,1155310.6884104628,266950.94353262434
291,2005-09-25,Drama,68341099.77708752,59904.32406941651,15602234.603737423,1553206.8131156256
292,2005-09-25,Thriller,2707464.9430231387,243919.95701207244,772302.2218008048,386780.70614616264
293,2005-10-02,Action,37014049.631887466,3850.299109657948,5896138.148792757,638173.2695153011
294,2005-10-02,Adventure,1088633.9747382286,6589.848883299799,216912.1207228916,51839.71308277279
295,2005-10-02,Animation,20180323.2113617,1165804.5823390342,6617317.076551206,2882903.3159088143
296,2005-10-02,Biography,5685254.72237865,470.2769366197183,2386449.022545181,334426.7483752147
297,2005-10-02,Comedy,27995705.52634609,1062.9751710261569,4159542.9074849407,571340.9291091039
298,2005-10-02,Crime,28847.114660402174,2853.013415492958,7163.654497991968,4121.016380057454
299,2005-10-02,Documentary,2537298.793486017,3924.9462424547287,743184.4558232933,181235.62810614405
300,2005-10-02,Drama,63459608.18001117,23177.934733400405,10016976.227128517,1322075.1704168993
301,2005-10-02,Thriller,969282.0951030683,102798.74003514057,220203.40873995988,138468.87072900977
302,2005-10-09,Action,26538738.47147591,2553.765351405623,3391948.686345382,421249.8170075541
303,2005-10-09,Adventure,36441936.55549198,7771.551967871487,10586400.34292169,1256618.5019135163
