,dt,Genre 0,max,min,mean,sum
69,2005-01-09,Documentary,11903.007110644994,11903.007110644994,11903.007110644994,11903.007110644994
70,2005-01-09,Drama,8375029.26303094,275912.26511274255,2323337.810488726,11616689.05244363
71,2005-01-09,Horror,675458.3009963294,675458.3009963294,675458.3009963294,675458.3009963294
72,2005-01-10,Action,417629.33081279503,4086.9896276874674,175556.01469173725,1228892.1028421607
73,2005-01-10,Adventure,573364.4907918196,4241.068825380179,260686.43894074464,782059.316822234
74,2005-01-10,Biography,885566.2978500263,55188.36717357106,275714.0891749694,1654284.5350498166
75,2005-01-10,Comedy,2881864.630178291,1206.1755374934453,394952.29689459887,3949522.968945989
76,2005-01-10,Crime,604077.6108652335,604077.6108652335,604077.6108652335,604077.6108652335
77,2005-01-10,Documentary,1592.151709491348,1592.151709491348,1592.151709491348,1592.151709491348
78,2005-01-10,Drama,2216919.510802308,79688.51596224438,665012.0426638701,3325060.2133193505
79,2005-01-11,Action,456016.8400157316,4490.085710540116,194672.95203086376,1362710.6642160462
80,2005-01-11,Adventure,610385.5198374412,5702.48667016256,272879.4469655655,818638.3408966966
81,2005-01-11,Biography,992954.8295752492,61577.2066334557,310776.4447832547,1864658.6686995283
82,2005-01-11,Comedy,3185851.9927372844,1497.214022024122,439129.75994861044,4391297.599486104
83,2005-01-11,Crime,655600.7607603567,655600.7607603567,655600.7607603567,655600.7607603567
84,2005-01-11,Documentary,4953.879659150499,4953.879659150499,4953.879659150499,4953.879659150499
85,2005-01-11,Drama,2093757.315757735,92869.29096486628,657083.3450403776,3285416.725201888
86,2005-01-12,Action,387437.58984268486,4071.426072364972,173406.4653651959,1213845.2575563714
87,2005-01-12,Adventure,571462.6243314106,4801.356816990037,260622.62836392244,781867.8850917673
88,2005-01-12,Biography,901129.8531725224,58254.38757210279,286827.2458529978,1720963.4751179868
89,2005-01-12,Comedy,2744555.1633455693,1452.0797115888834,390601.50500419515,3906015.0500419512
90,2005-01-12,Crime,627836.934420556,627836.934420556,627836.934420556,627836.934420556
91,2005-01-12,Documentary,3202.9796853696907,3202.9796853696907,3202.9796853696907,3202.9796853696907
92,2005-01-12,Drama,1671486.9327477715,85160.66201363399,566147.6701887783,2830738.3509438913
93,2005-01-13,Action,412580.5134661773,4844.934771893027,175600.48199265864,1229203.3739486104
94,2005-01-13,Adventure,593673.3741321448,5319.623209229157,278250.4299073589,834751.2897220767
95,2005-01-13,Biography,924475.1861562666,61312.62619297327,297602.9327731166,1785617.5966386998
96,2005-01-13,Comedy,2854418.300367069,1252.8662034609335,408625.6584231778,4086256.584231778
97,2005-01-13,Crime,661835.5210225487,661835.5210225487,661835.5210225487,661835.5210225487
98,2005-01-13,Documentary,4497.867488201364,4497.867488201364,4497.867488201364,4497.867488201364
99,2005-01-13,Drama,1687610.7760618774,96467.5849554274,589281.9613623492,2946409.806811746
100,2005-01-14,Action,6929601.414986891,40115.06384373362,1249878.1953834558,9999025.563067647
101,2005-01-14,Adventure,4983865.961190352,268709.4517094914,2244506.431396609,6733519.2941898275
102,2005-01-14,Biography,12289727.220587311,113505.00896696384,2349161.706358529,16444131.944509704
103,2005-01-14,Comedy,8739434.347351864,8994.178620870478,2305580.6109524127,18444644.8876193
104,2005-01-14,Crime,1424320.5543156792,1424320.5543156792,1424320.5543156792,1424320.5543156792
105,2005-01-14,Documentary,10889.8196591505,10889.8196591505,10889.8196591505,10889.8196591505
106,2005-01-14,Drama,5834706.854404825,221007.15464604093,1743428.8446837969,8717144.223418985
107,2005-01-14,Horror,314383.8175144206,314383.8175144206,314383.8175144206,314383.8175144206
108,2005-01-15,Action,7556689.742396436,58038.054153120094,1567923.3392874938,12543386.71429995
109,2005-01-15,Adventure,9227649.070618777,644466.593282643,4195976.017759134,12587928.053277403
110,2005-01-15,Biography,14783369.857734663,191408.3851337179,3014640.878018578,21102486.146130048
111,2005-01-15,Comedy,12805094.12246985,12471.0768799161,3294981.1135808863,26359848.90864709
112,2005-01-15,Crime,1925291.1675249084,1925291.1675249084,1925291.1675249084,1925291.1675249084
113,2005-01-15,Documentary,40616.210325118,40616.210325118,40616.210325118,40616.210325118
114,2005-01-15,Drama,7501765.955663347,352080.30486103834,2378737.842014683,11893689.210073415
115,2005-01-15,Horror,437335.90456213953,437335.90456213953,437335.90456213953,437335.90456213953
116,2005-01-16,Action,5442519.267477714,44195.82804929208,1143904.3908370477,9151235.126696382
117,2005-01-16,Adventure,7453034.907593079,658522.0400943891,3401193.494460759,10203580.483382277
118,2005-01-16,Biography,10564188.060204512,140212.0699003671,2149242.279828452,15044695.958799163
119,2005-01-16,Comedy,8518182.844887258,8645.554981646566,2258919.515740037,18071356.125920296
120,2005-01-16,Crime,1295147.7142055586,1295147.7142055586,1295147.7142055586,1295147.7142055586
121,2005-01-16,Documentary,25150.70540115365,25150.70540115365,25150.70540115365,25150.70540115365
122,2005-01-16,Drama,5444520.740692188,245189.8069061353,1749778.463984269,8748892.319921345
123,2005-01-16,Horror,291038.4845306765,291038.4845306765,291038.4845306765,291038.4845306765
124,2005-01-17,Action,3093321.9872784484,25539.79428421605,801860.4391701627,6414883.513361301
125,2005-01-17,Adventure,7692100.455479813,541849.8476192974,3420474.6643646224,10261423.993093867
126,2005-01-17,Biography,7758774.7264813855,124570.69680125854,1646284.4229410444,11523990.960587312
127,2005-01-17,Comedy,4978088.769454641,6714.117766124805,1451855.7909366807,11614846.327493446
128,2005-01-17,Crime,818764.4056948087,818764.4056948087,818764.4056948087,818764.4056948087
129,2005-01-17,Documentary,13915.374813843737,13915.374813843737,13915.374813843737,13915.374813843737
130,2005-01-17,Drama,2713404.7073675934,137035.54825904564,1081311.3120388046,5406556.560194023
131,2005-01-17,Horror,130872.3803513372,130872.3803513372,130872.3803513372,130872.3803513372
132,2005-01-18,Action,1022541.1482433144,16931.59183534347,227681.6965143457,1593771.87560042
133,2005-01-18,Adventure,825134.5688883063,117433.25033036184,414001.46606712113,1242004.3982013634
134,2005-01-18,Biography,1724921.2872364973,53414.12186680651,516391.243215347,3098347.459292082
135,2005-01-18,Comedy,1852981.3331410596,2454.3726743576303,484100.1083285266,3872800.866628213
136,2005-01-18,Crime,318929.9320241217,318929.9320241217,318929.9320241217,318929.9320241217
137,2005-01-18,Documentary,3498.6872364971164,3498.6872364971164,3498.6872364971164,3498.6872364971164
138,2005-01-18,Drama,886733.5644992135,72937.04566334558,391428.3966984793,1957141.9834923965
139,2005-01-19,Action,1179496.4909596224,11968.374042999478,295946.84079050866,2367574.7263240693
140,2005-01-19,Adventure,641887.7121657054,104317.8422600944,333653.5741443804,1000960.7224331412
141,2005-01-19,Biography,1380127.8389774517,46737.356633455696,423440.7623702151,2540644.5742212906
142,2005-01-19,Comedy,1548760.517252229,1816.2669061352915,402844.7314341899,3222757.851473519
143,2005-01-19,Crime,252436.1982642895,252436.1982642895,252436.1982642895,252436.1982642895
144,2005-01-19,Documentary,3023.998799160986,3023.998799160986,3023.998799160986,3023.998799160986
145,2005-01-19,Drama,727121.5228893552,70445.32045621396,336567.79800000007,1682838.9900000002
146,2005-01-20,Action,1214380.6438594651,13913.818458311483,308295.54921670165,2466364.393733613
147,2005-01-20,Adventure,728533.1373571055,90942.52281594128,372984.2347998602,1118952.7043995806
148,2005-01-20,Biography,1678618.1537965392,53266.2680912428,480745.51367505686,2884473.082050341
149,2005-01-20,Comedy,1659596.3764813845,2183.5668117461987,435670.798687074,3485366.389496592
150,2005-01-20,Crime,283426.34962244367,283426.34962244367,283426.34962244367,283426.34962244367
151,2005-01-20,Documentary,3772.6058101730473,3772.6058101730473,3772.6058101730473,3772.6058101730473
152,2005-01-20,Drama,780325.536759308,73962.68395909808,366857.9006397483,1834289.5031987417
153,2005-01-21,Action,3439545.726271631,15339.440125852128,856183.4726678029,6849467.7813424235
154,2005-01-21,Adventure,8530955.854740432,159968.44702674358,2982179.1369205564,11928716.547682226
155,2005-01-21,Biography,5860892.536234925,100616.82880440484,1410894.3198119712,9876260.238683797
156,2005-01-21,Comedy,5041409.094284217,8833.874001048769,1906124.1303600774,11436744.782160465
157,2005-01-21,Crime,702263.4123282643,702263.4123282643,702263.4123282643,702263.4123282643
158,2005-01-21,Documentary,12124.00959622444,12124.00959622444,12124.00959622444,12124.00959622444
159,2005-01-21,Drama,2762733.395962245,153788.1592081804,1281881.0283775567,6409405.141887783
160,2005-01-22,Action,4102553.183009964,22101.80491347667,1169208.5362184434,8184459.753529104
161,2005-01-22,Adventure,12268910.965343472,265372.62544834823,4591537.5240875725,18366150.09635029
162,2005-01-22,Biography,7116697.138940746,134741.48020450972,1814417.733426474,12700924.133985318
163,2005-01-22,Comedy,6623553.4377032,12808.806030414264,2432453.7412191927,14594722.447315156
164,2005-01-22,Crime,975836.4750760358,975836.4750760358,975836.4750760358,975836.4750760358
165,2005-01-22,Documentary,20679.29595700053,20679.29595700053,20679.29595700053,20679.29595700053
166,2005-01-22,Drama,3201617.8742789724,221419.58886208705,1535441.8491494495,7677209.245747248
167,2005-01-23,Action,2578881.1169375987,15295.862170949136,716460.4874934453,5015223.412454117
168,2005-01-23,Adventure,8109770.251536446,211697.03585212375,3096049.5003487156,12384198.001394862
169,2005-01-23,Biography,3439780.735957001,78001.4265652858,953792.6999902616,6676548.899931831
170,2005-01-23,Comedy,3405632.7392239124,8930.368044048246,1283159.626325817,7698957.757954903
171,2005-01-23,Crime,468702.6939590981,468702.6939590981,468702.6939590981,468702.6939590981
172,2005-01-23,Documentary,14475.662805453594,14475.662805453594,14475.662805453594,14475.662805453594
173,2005-01-23,Drama,1850123.8643838493,146319.20900891456,936172.7543366546,4680863.771683273
174,2005-01-24,Action,1041201.8510749872,6155.386130047195,261557.55336579526,1830902.873560567
175,2005-01-24,Adventure,1747816.8334714212,81358.4854483482,677022.4383062402,2708089.753224961
176,2005-01-24,Biography,1173962.090686943,29240.807739905613,371981.94183709146,2231891.651022549
177,2005-01-24,Comedy,1206720.2619297327,4653.503041426325,452765.61330886214,2716593.679853173
178,2005-01-24,Crime,199873.40287362356,199873.40287362356,199873.40287362356,199873.40287362356
179,2005-01-24,Documentary,2974.195422128999,2974.195422128999,2974.195422128999,2974.195422128999
180,2005-01-24,Drama,663009.0130938648,52953.44062926062,337025.055255375,1685125.2762768748
181,2005-01-25,Action,968053.1410592556,6108.695464079708,245792.78350662976,1720549.4845464083
182,2005-01-25,Adventure,1250705.981982171,57936.89104352387,491086.199223912,1964344.796895648
183,2005-01-25,Biography,1069216.25065548,34971.30880964867,425467.9154509702,2552807.492705821
184,2005-01-25,Comedy,1261527.3219979026,4410.711578395386,491465.43118860346,2948792.587131621
185,2005-01-25,Crime,214769.2816727845,214769.2816727845,214769.2816727845,214769.2816727845
186,2005-01-25,Documentary,3386.629638175145,3386.629638175145,3386.629638175145,3386.629638175145
187,2005-01-25,Drama,675464.5264184584,59194.42631358155,354068.08214682754,1770340.4107341378
188,2005-01-26,Action,871559.0980597798,5388.102852648139,225122.8256828227,1575859.779779759
189,2005-01-26,Adventure,1224812.8949921343,61063.60930781333,489535.2909360252,1958141.1637441008
190,2005-01-26,Biography,1203062.826428946,36308.21821185108,447969.9631288236,2687819.778772942
191,2005-01-26,Comedy,1153088.2502884113,3799.0638542212905,474639.1527442755,2847834.916465653
192,2005-01-26,Crime,199727.10545359208,199727.10545359208,199727.10545359208,199727.10545359208
193,2005-01-26,Documentary,5307.17236497116,5307.17236497116,5307.17236497116,5307.17236497116
194,2005-01-26,Drama,655424.8925852125,61166.32877294181,361487.5402401679,1807437.7012008394
195,2005-01-27,Action,896460.7865757735,6611.39830099633,234359.12875721027,1640513.901300472
196,2005-01-27,Adventure,1280961.5335291035,80790.4156790771,525413.9550209754,2101655.8200839018
197,2005-01-27,Biography,1179717.493445202,40816.98018877819,464138.42196818744,2784830.5318091246
198,2005-01-27,Comedy,1206720.2619297327,4454.289533298375,487754.3014219543,2926525.808531726
199,2005-01-27,Crime,211767.07185107504,211767.07185107504,211767.07185107504,211767.07185107504
200,2005-01-27,Documentary,4838.709349764028,4838.709349764028,4838.709349764028,4838.709349764028
201,2005-01-27,Drama,756686.0525799686,69813.44011012062,391846.74506554805,1959233.7253277402
202,2005-01-28,Action,1850506.7278447829,6331.254305191401,621445.426922616,4350117.988458312
203,2005-01-28,Adventure,6115957.418993183,89656.97314630312,2142895.7398885684,8571582.959554274
204,2005-01-28,Biography,3661371.523927636,68703.75861562665,1300361.949911604,9102533.649381228
205,2005-01-28,Comedy,3485411.523807027,97371.8275196644,1856007.199566859,9280035.997834295
206,2005-01-28,Crime,315689.599805978,315689.599805978,315689.599805978,315689.599805978
207,2005-01-28,Documentary,144683.47934452022,11532.594493969587,78108.0369192449,156216.0738384898
208,2005-01-28,Drama,12189857.442438386,101502.39510225489,3496856.7029986023,20981140.217991613
209,2005-01-29,Action,2874588.668065024,9071.99639748296,921043.1998711515,6447302.39909806
210,2005-01-29,Adventure,11709846.26918196,197317.8670896697,4332126.907594388,17328507.630377553
211,2005-01-29,Biography,5655363.337357106,108871.73854745676,2119395.3827769877,14835767.679438913
212,2005-01-29,Comedy,5848231.583980074,143634.49571578397,3027394.144390142,15136970.72195071
213,2005-01-29,Crime,504582.91439958056,504582.91439958056,504582.91439958056,504582.91439958056
214,2005-01-29,Documentary,331354.3182380703,30489.0048767698,180921.66155742004,361843.3231148401
215,2005-01-29,Drama,13649871.45453068,157672.82261667543,4534340.161314457,27206040.96788674
216,2005-01-30,Action,1953226.1929732568,6541.362302045099,617081.8506831974,4319572.954782382
217,2005-01-30,Adventure,7614998.602412166,146249.1730099633,2915980.3325340855,11663921.330136342
218,2005-01-30,Biography,3322819.0613529105,65696.87972732041,1284883.1047973633,8994181.733581543
219,2005-01-30,Comedy,3157923.1927110646,85999.53764551654,1717337.7892700578,8586688.94635029
220,2005-01-30,Crime,251066.60539590984,251066.60539590984,251066.60539590984,251066.60539590984
221,2005-01-30,Documentary,270029.24120083905,18864.585406397488,144446.91330361826,288893.8266072365
222,2005-01-30,Drama,8336644.866539068,109259.27107498691,2782060.21896172,16692361.31377032
223,2005-01-31,Action,532273.5920293656,2611.5645831148404,174356.9539223912,1220498.6774567384
224,2005-01-31,Adventure,992287.1530519142,21527.509722076564,393805.4185028842,1575221.6740115369
225,2005-01-31,Biography,804635.8101730468,21690.92705296277,309641.6022076561,2167491.2154535926
226,2005-01-31,Comedy,727012.5780020976,35159.62782905087,498208.8603172523,1992835.4412690091
227,2005-01-31,Crime,82998.8841793393,82998.8841793393,82998.8841793393,82998.8841793393
228,2005-01-31,Documentary,59883.89181436813,3458.2219926586263,31671.056903513378,63342.113807026755
229,2005-01-31,Drama,2154078.5434766654,39459.83816465653,775938.429906485,4655630.57943891
230,2005-02-01,Action,536958.0761209594,2695.6223879040667,172055.60394160586,1204389.227591241
231,2005-02-01,Adventure,809889.069181439,19335.13302919708,317087.6708159541,1268350.6832638164
232,2005-02-01,Biography,886677.1689259645,24936.828232533888,329012.4950148965,2303087.4651042754
233,2005-02-01,Comedy,790767.4814389991,25763.15564650678,543724.2121089677,2174896.848435871
234,2005-02-01,Crime,87285.86224713243,87285.86224713243,87285.86224713243,87285.86224713243
235,2005-02-01,Documentary,43323.38690823775,3574.562408759124,23448.97465849844,46897.94931699688
236,2005-02-01,Drama,1966928.4980083425,46340.87465589156,769802.9050260689,4618817.4301564135
237,2005-02-02,Action,482798.039624609,16351.688733055264,184644.20175790755,1107865.2105474453
238,2005-02-02,Adventure,779279.363983316,23349.165448383734,311694.10489572474,1246776.419582899
239,2005-02-02,Biography,886677.1689259645,26459.49897288843,324053.2041628184,2268372.4291397287
240,2005-02-02,Comedy,776492.4432481752,22165.381793534933,531000.0852489573,2124000.340995829
241,2005-02-02,Crime,83845.9262148071,83845.9262148071,83845.9262148071,83845.9262148071
242,2005-02-02,Documentary,58092.0551459854,4328.160630865485,31210.107888425446,62420.21577685089
243,2005-02-02,Drama,1737780.478451512,45576.44442648593,705670.7162860618,4234024.297716371
244,2005-02-03,Action,475060.8915537018,15475.843571428572,182531.4445246785,1095188.6671480709
245,2005-02-03,Adventure,828031.1339781022,20597.83559436913,321357.0291214807,1285428.1164859228
246,2005-02-03,Biography,886677.1689259645,27062.996522419184,329409.3001802472,2305865.101261731
247,2005-02-03,Comedy,790682.3728102191,21668.65688738269,532505.7342635558,2130022.9370542234
248,2005-02-03,Crime,84133.74812304483,84133.74812304483,84133.74812304483,84133.74812304483
249,2005-02-03,Documentary,57505.57932221063,4662.405427528675,31083.992374869653,62167.984749739306
250,2005-02-03,Drama,1656192.2520437958,46258.86088633994,679081.4911305179,4074488.9467831077
251,2005-02-04,Action,894414.3169968717,53296.57077163712,316838.27674313524,1901029.6604588113
252,2005-02-04,Adventure,4145946.1515067774,61021.33940563088,1462508.2243847756,5850032.8975391025
253,2005-02-04,Biography,2526952.55995829,46367.18095933264,1034639.5148361389,7242476.603852972
254,2005-02-04,Comedy,6540257.687226278,79195.90022419186,2589839.789992701,12949198.949963504
255,2005-02-04,Crime,179874.76578206464,179874.76578206464,179874.76578206464,179874.76578206464
256,2005-02-04,Documentary,114022.35112095933,8408.732523461938,61215.54182221063,122431.08364442126
257,2005-02-04,Drama,12471895.832898851,79780.82861835245,3320636.2830359004,23244453.981251303
258,2005-02-05,Action,1391139.2231491138,78587.76038581856,501504.91623044835,3009029.49738269
259,2005-02-05,Adventure,8563817.466824817,143508.62241918666,3107815.4696650156,12431261.878660062
260,2005-02-05,Biography,4348277.215849844,75174.13065693431,1709165.410026069,11964157.870182483
261,2005-02-05,Comedy,7654329.637956205,160852.21353493223,3622098.8275349326,18110494.137674663
262,2005-02-05,Crime,265500.2360531804,265500.2360531804,265500.2360531804,265500.2360531804
263,2005-02-05,Documentary,306941.94855057355,23698.88454118874,165320.41654588113,330640.83309176227
264,2005-02-05,Drama,13091358.213759124,124566.53651199164,4206134.531657232,29442941.721600626
265,2005-02-06,Action,506009.4838373306,30690.17153806048,201057.52977059435,1206345.1786235662
266,2005-02-06,Adventure,3715358.38706465,71899.76959332639,1432441.2801238268,5729765.120495307
267,2005-02-06,Biography,1524218.1699687173,34397.81289363921,589180.2886176076,4124262.0203232532
268,2005-02-06,Comedy,3027654.3602189785,73648.36505735142,1258830.5867914497,6294152.933957248
269,2005-02-06,Crime,78268.98988529718,78268.98988529718,78268.98988529718,78268.98988529718
270,2005-02-06,Documentary,144533.02082377477,10934.137653806049,77733.57923879041,155467.15847758082
271,2005-02-06,Drama,3869870.7814702815,66271.76808654849,1381114.9741084464,9667804.818759125
272,2005-02-07,Action,146139.2527632951,15011.61468717414,59754.92300938477,298774.61504692386
273,2005-02-07,Adventure,786069.4851303442,17489.049499478624,292504.81710766425,1170019.268430657
274,2005-02-07,Biography,657657.5860271116,13967.099697601669,253364.0034940911,1520184.0209645466
275,2005-02-07,Comedy,1114079.687877998,16811.275328467156,523560.43052137643,2617802.152606882
276,2005-02-07,Crime,48292.18339937435,48292.18339937435,48292.18339937435,48292.18339937435
277,2005-02-07,Documentary,50532.86148070907,2588.8497445255475,26560.85561261731,53121.71122523462
278,2005-02-07,Drama,1681402.9753180395,29659.58341501564,726639.419177963,4359836.5150677785
279,2005-02-08,Action,146160.91677789364,18115.758493222107,60334.590142857145,301672.9507142857
280,2005-02-08,Adventure,677932.0088321168,15610.469947862355,254321.6045203337,1017286.4180813348
281,2005-02-08,Biography,696343.3263816476,16503.33683524505,258541.7029831422,1551250.2178988531
282,2005-02-08,Comedy,1115000.408498436,17721.16394160584,526450.1005828988,2632250.5029144944
283,2005-02-08,Crime,54458.69041188738,54458.69041188738,54458.69041188738,54458.69041188738
284,2005-02-08,Documentary,46859.263576642334,3258.8867674661105,25059.07517205422,50118.15034410844
285,2005-02-08,Drama,1350794.6382481751,37243.53595411887,660240.7618630518,3961444.5711783106
286,2005-02-09,Action,134290.58420750784,14313.723931178312,54563.91562565173,272819.57812825864
287,2005-02-09,Adventure,589733.1631126173,14699.033905109489,226217.9615823775,904871.84632951
288,2005-02-09,Biography,635993.5714285715,15130.76676746611,237709.43180222457,1426256.5908133474
289,2005-02-09,Comedy,996111.3912408758,15157.073070907196,484730.46972679876,2423652.348633994
290,2005-02-09,Crime,48106.49184567257,48106.49184567257,48106.49184567257,48106.49184567257
291,2005-02-09,Documentary,48064.71124608968,2740.4978467153287,25402.604546402505,50805.20909280501
292,2005-02-09,Drama,1129973.3374452554,37175.44905109489,576376.0085879387,3458256.0515276324
293,2005-02-10,Action,132022.05239311783,15779.139775808131,57501.24651929094,287506.2325964547
294,2005-02-10,Adventure,646025.5576173097,20260.49593847758,246129.51214285713,984518.0485714285
295,2005-02-10,Biography,727291.9186652763,13406.930177267986,266152.73554049357,1596916.4132429615
296,2005-02-10,Comedy,1074697.6041970802,15789.971783107403,533305.5232596456,2666527.6162982276
297,2005-02-10,Crime,51305.02885818561,51305.02885818561,51305.02885818561,51305.02885818561
298,2005-02-10,Documentary,55371.67388425444,4176.512528675704,29774.09320646507,59548.18641293014
299,2005-02-10,Drama,1272496.2472002087,38795.60785714286,633609.4982029892,3801656.9892179356
300,2005-02-11,Action,673131.882168926,30351.284452554748,173910.0435912409,869550.2179562044
301,2005-02-11,Adventure,2812108.246970803,56577.12155370177,935151.1753050052,3740604.7012200207
302,2005-02-11,Animation,2096244.0960062563,2096244.0960062563,2096244.0960062563,2096244.0960062563
